시도,주차장명,주차장유형(노상/노외/부설),주소,위도,경도,관리기관,주차장(관리자전화번호),19.2.2(토)개방시작시간,19.2.2(토)개방종료시간,19.2.3(일)개방시작시간,19.2.3(일)개방종료시간,19.2.4(월)개방시작시간,19.2.4(월)개방종료시간,19.2.5(화)개방시작시간,19.2.5(화)개방종료시간,19.2.6(수)개방시작시간,19.2.6(수)개방종료시간,특이사항,종일개방여부*
부산광역시,신한은행 부산금융센터뒤,노상,부산광역시 중구 동광동1가 2,35.09938,129.035451,중구청,051-600-4552,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,자갈치시장 앞,노상,부산광역시 중구 남포동4가 37-2,35.097025,129.031491,중구청,051-600-4552,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,0:00,24:00:00,21:00,익일10:00,"설 당일(5일)만 종일 무료개방, 설 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",
부산광역시,국제시장로1구간,노상,부산광역시 중구 신창동4가 56-4,35.100661,129.027872,중구청,051-600-4552,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,0:00,24:00:00,21:00,익일10:00,"설 당일(5일)만 종일 무료개방, 설 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",
부산광역시,건어물시장,노상,부산광역시 중구 남포동4가 37-3,35.097468,129.032549,중구청,051-600-4552,19:00,익일8:00,19:00,익일8:00,19:00,익일8:00,0:00,24:00:00,19:00,익일8:00,"설 당일(5일)만 종일 무료개방, 설 제외 10시부터 21시까지 유료개방, 21시부터 다음날 10시까지 무료개방)",
부산광역시,동주여고앞,노상,부산광역시 중구 광복동3가 3,35.100826,129.031024,중구청,051-600-4552,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,설 연휴기간 중 종일 무료개방 없음,
부산광역시,광복로 부평동구간,노상,부산광역시 중구 부평동1가 51-1,35.099496,129.026542,중구청,051-600-4552,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,21:00,익일10:00,,
부산광역시,서구청,부설,부산광역시 서구 구덕로120,35.0979,129.024205,부산광역시 서구청,051-240-4151,9:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,18:00,,
부산광역시,송도오션파크(축제의 광장),노외,부산광역시 서구 암남동 135-23번지,35.073501,129.017316,부산광역시 서구청,051-248-0112,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,송도오션파크 앞쪽 노상공영주차장 만차시 탄력적 운영(2.2.~2.6.),
부산광역시,동구청 부설주차장,부설,부산광역시 동구 구청로 1,35.129146,129.14562,부산광역시 동구청,051-440-4161,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수정2동제3공영주차장,노외,부산광역시 동구 수정동 823-22번지,35.128957,129.044719,부산광역시 동구청,051-440-4745,23:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,18:00,,종일개방
부산광역시,부산지방국토관리청,부설,부산광역시 동구 초량중로 67,35.117858,129.03847,부산광역시 동구청,051-660-1023,9:00,23:00,6:00,23:00,6:00,23:00,6:00,23:00,6:00,18:00,23시부터 익일06시까지 주차불가,
부산광역시,부산진세무서,부설,부산광역시 동구 진성로 23,35.130298,129.146779,부산광역시 동구청,051-461-9241,9:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,18:00,,종일개방
부산광역시,영도구청,부설,부산광역시 영도구 태종로423,35.090821,129.06772,영도구청,051-415-1001,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,영도상수도사업소,부설,부산광역시 영도구 상수도길 10,35.091758,129.048253,영도상수도사업소,051-669-2517,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,영도어린이영어도서관,부설,부산광역시 영도구 절영로 71,35.088493,129.039118,영도어린이영어도서관,051-419-5671,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,문화예술회관,부설,부산광역시 영도구 함지로79번길 6,35.075563,129.066,문화예술회관,051-419-5561,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,한국해양수산연수원,부설,부산광역시 영도구 해양로 367,35.080951,129.079148,한국해양수산연수원,051-620-5520,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,해양환경개발연구원,부설,부산광역시 영도구 해양로301번길 23,35.07985,129.078229,해양환경개발연구원,051-400-7700,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,20:00,,종일개방
부산광역시,부산진구청,노외,부산광역시 부산진구 시민공원로 30,35.1629977,129.0531029,부산진구청,051-605-4166,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산진구국민체육센터,부설,부산광역시 부산진구 진남로328번길 35,35.1552203,129.0736219,부산진구국민체육센터,051-710-7628,-,-,-,-,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"(2,3일 유료운영)",
부산광역시,보건소,부설,부산광역시 동래구 명륜로187번길 56,35.211393,129.079868,부산광역시 동래구 보건소,051-550-6711,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.1.(금)18:00부터 2.7.(목)09:00까지 개방,종일개방
부산광역시,안락2동 행정복지센터,부설,부산광역시 동래구 명안로18번길 103(안락동),35.197715,129.110083,부산광역시 동래구 안락2동,051-550-6529,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,명장1동 행정복지센터,부설,부산광역시 동래구 명장로32,35.204857,129.104304,부산광역시 동래구 명장1동,051-550-6541,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남구청,부설,부산광역시 남구 못골로 19(대연동),35.136417,129.084019,부산광역시 남구청,051-607-4222,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
부산광역시,남부교육지원청,부설,부산광역시 남구 못골로 29(대연동),35.136107,129.085749,남부교육지원청,051-640-0315,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
부산광역시,남구국민체육센터,부설,부산광역시 남구 백운포로111번길(용호동),35.103648,129.108372,부산광역시 남구청,051-607-4931,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남부경찰서,부설,부산광역시 남구 황령대로319번가길 81(대연동),35.153205,129.089559,부산남부경찰서,051-610-8370,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산문화회관,부설,부산광역시 남구 유엔평화로76번길(대연동),35.127166,129.093504,부산문화회관,051-607-6023,,,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,2.3. 개방불가,
부산광역시,남구종합사회복지관,부설,부산광역시 남구 동제당로 258(우암동),35.127396,129.075086,남구종합사회복지관,051-647-3655,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감만종합사회복지관,부설,부산광역시 남구 우암로 84-1(감만동),35.118568,129.081327,감만종합사회복지관,051-634-3415,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남구노인복지관,부설,부산광역시 남구 못골로 97-10(대연동),35.136246,129.093235,남구노인복지관,051-628-1291,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,나사함복지관,부설,부산광역시 남구 못골번영로 70(대연동),35.141429,129.089037,나사함복지관,051-627-8521,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남구장애인복지관,부설,부산광역시 남구 조각공원로11번길 38(대연동),35.129323,129.099166,남구장애인복지관,051-626-6990,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,북구청,부설,부산광역시 북구 낙동대로1570번길 33(구포동),35.197222,128.990302,부산광역시 북구청,051-309-4151,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료(18:00) 후 무료개방 시작, 연휴 기간 중 24시간 무료개방",종일개방
부산광역시,북구 보건소,부설,부산광역시 북구 금곡대로 348(화명동),35.23923,129.014749,북구 보건소,051-309-7022,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료(18:00) 후 무료개방 시작, 연휴 기간 중 24시간 무료개방",종일개방
부산광역시,국민체육센터,부설,부산광역시 북구 화명대로94번길 83(화명동),35.230775,129.017435,국민체육센터,051-365-7070,22:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료(22:00) 후 무료개방 시작, 연휴 기간 중 24시간 무료개방",종일개방
부산광역시,구포1동주민센터,부설,부산광역시 북구 낙동대로1762번길 75(구포동),35.206462,129.001116,구포1동주민센터,051-309-6201,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료(18:00) 후 무료개방 시작, 연휴 기간 중 24시간 무료개방",종일개방
부산광역시,구포3동주민센터,부설,부산광역시 북구 시랑로118번길 23(구포동),35.194858,129.008853,구포3동주민센터,051-309-6242,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,18시부터 익일9시까지 주차불가,
부산광역시,금곡동주민센터,부설,부산광역시 북구 금곡대로 466(금곡동),35.250074,129.012812,금곡동주민센터,051-309-6264,9:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,화명1동주민센터,부설,부산광역시 북구 금곡대로 274(화명동),35.232732,129.013799,화명1동주민센터,051-309-6308,9:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,화명2동주민센터,부설,부산광역시 북구 양달로 58(화명동),35.243504,129.019881,화명2동주민센터,051-309-6321,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후(18시) 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,화명3동주민센터,부설,부산광역시 북구 화명신도시로 85(화명동),35.231753,129.010011,화명3동주민센터,051-309-6341,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후 야간시간 무료개방, 연휴기간중 24시간 무료개방, 관용차량 주차면 제외 8면(일반 5면, 장애인전용 1면, 임산부전용 1면,전기차전용 1면)",종일개방
부산광역시,덕천1동주민센터,부설,부산광역시 북구 만덕대로102번가길 11(덕천동),35.212354,129.016665,덕천1동주민센터,051-309-6082,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,덕천2동주민센터,부설,부산광역시 북구 금곡대로20번길 60(덕천동),35.212629,129.008025,덕천2동주민센터,051-309-6384,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료(18:00) 후 무료개방 시작, 연휴 기간 중 24시간 무료개방, 주차면수: 2면",종일개방
부산광역시,덕천3동주민센터,부설,부산광역시 북구 덕천로 118(덕천동),35.210006,129.017614,덕천3동주민센터,051-309-6401,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후(18시) 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,만덕2동주민센터,부설,부산광역시 북구 만덕2로44번길 10(만덕동),35.21019,129.037222,만덕2동주민센터,051-309-6441,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,"연휴전일 근무 종료 후(18시) 야간시간 무료개방, 연휴기간중 24시간 무료개방",종일개방
부산광역시,해운대구청,부설,부산광역시 해운대구 중동2로 11,35.1631596,129.1616638,해운대구청,051-749-4164,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,22시 이후 주차장 폐쇄,
부산광역시,해운대구문화복합센터,부설,부산광역시 해운대구 센텀중앙로 170,35.182189,129.1213751,문화복합센터,051-749-6153,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,우2동 주민센터,부설(지상),부산광역시 해운대구 해운대로383번가길 7,35.171221,129.140031,우2동 주민센터,051-749-5821,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,중2동 주민센터,부설,부산광역시 해운대구 좌동순환로433번길 34,35.1626008,129.16774,중2동 주민센터,051-749-5841,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,좌2동 주민센터,부설,부산광역시 해운대구 좌동순환로 302,35.1691143,129.18042,좌2동 주민센터,051-749-5861,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,좌4동 주민센터,부설,부산광역시 해운대구 좌동순환로 183,35.1778862,129.17406,좌4동 주민센터,051-749-5881,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반여1동 주민센터,부설,부산광역시 해운대구 선수촌로85,35.2011501,129.116761,반여1동 주민센터,051-749-5901,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반여2동 주민센터,부설(동지하),부산광역시 해운대구 재반로211번길 9,35.1961305,129.12894,반여2동 주민센터,051-749-5911,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
부산광역시,반여4동 주민센터,부설,부산광역시 해운대구 삼어로133번길 50,35.2092498,129.114912,반여4동 주민센터,051-749-5931,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,지상주차장에 한해 개방,종일개방
부산광역시,반송1동 주민센터,부설,부산광역시 해운대구 아랫반송로16,35.2251772,129.14572,반송1동 주민센터,051-749-5941,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,반송2동 주민센터,부설,부산광역시 해운대구 신반송로 173,35.2288319,129.158235,반송2동 주민센터,051-749-5951,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
부산광역시,해운대인문학도서관,부설,부산광역시 해운대구 반여로 132,35.202207,129.126208,해운대인문학도서관,051-749-6580,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,재송어린이도서관,부설,부산광역시 해운대구 해운대로76번길 35-1,35.1896165,129.116325,재송어린이도서관,051-749-7631,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산지방법원 동부지원,부설,부산광역시 해운대구 재반로 112번길 20,35.1885412,129.126643,부산지방법원 동부지원,051-780-1114,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,수영만요트경기장,부설,부산광역시 해운대구 해운대해변로 52,35.1609194,129.138361,수영만요트경기장,051-741-6440,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산영화촬영스튜디오,부설,부산광역시 해운대구 해운대해변로 52,35.1609194,129.138361,부산영화촬영스튜디오,051-720-0323,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정1동주민센터,부설,부산광역시 사하구 괴정동 820-3,35.0997238,128.989389,괴정1동주민센터,051-220-5001,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정2동주민센터,부설,부산광역시 사하구 괴정동 354-22,35.1034009,129.0040469,괴정2동주민센터,051-220-5036,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정3동주민센터,부설,부산광역시 사하구 괴정동 404-2,35.1003239,128.9981116,괴정3동주민센터,051-220-5061,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정4동주민센터,부설,부산광역시 사하구 괴정동 571-2,35.0991434,128.9831775,괴정4동주민센터,051-220-5091,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,당리동주민센터,부설,부산광역시 사하구 당리동 321-9,35.102924,128.9766966,당리동주민센터,051-220-5121,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단1동주민센터,부설,부산광역시 사하구 하단동 608-11,35.1039629,128.9642475,하단1동주민센터,051-220-5151,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단2동주민센터,부설,부산광역시 사하구 하단동 1161-3,35.114591,128.9605464,하단2동주민센터,051-220-5181,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,신평2동주민센터,부설,부산광역시 사하구 신평동 647-1,35.0946737,128.9595033,신평2동주민센터,051-220-5211,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,장림1동주민센터,부설,부산광역시 사하구 장림동 1140,35.0829924,128.9668748,장림1동주민센터,051-220-5271,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,장림2동주민센터,부설,부산광역시 사하구 장림동 601,35.0779067,128.9726198,장림2동주민센터,051-220-5301,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대2동주민센터,부설,부산광역시 사하구 다대동 120-35,35.0635158,128.9821219,다대2동주민센터,051-220-5361,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,구평동주민센터,부설,부산광역시 사하구 구평동 159-1,35.0818552,128.9878552,구평동주민센터,051-220-5391,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감천1동주민센터,부설,부산광역시 사하구 감천동 479-4,35.0880368,129.0046722,감천1동주민센터,051-220-5421,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감천2동주민센터,부설,부산광역시 사하구 감천동 12-9,35.094557,129.0094067,감천2동주민센터,051-220-5451,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대도서관,부설,부산광역시 사하구 다대동 1548-14,35.050414,128.9646854,다대도서관,051-220-5861,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,을숙도문화회관,부설,부산광역시 사하구 하단동 1151-14,35.1099098,128.9448523,을숙도문화회관,051-220-5801,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,사하구청,부설,부산광역시 사하구 당리동 317-16,35.1043965,128.9749537,사하구청,051-220-4154,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남정교회,부설,부산광역시 사하구 괴정2동 199-8,35.1057366,129.0047962,남정교회,051-203-1291,9:00,16:00,,,9:00,16:00,9:00,16:00,9:00,16:00,3일(일요일) 미개방,
부산광역시,사하골프연습장,부설,부산광역시 사하구 괴정4동 1071-39,35.10697,128.9851,사하골프연습장,051-206-9797,0:00,24:00:00,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3일(일요일) 미개방,
부산광역시,사하구국민체육센터,부설,부산광역시 사하구 감천1동 702-1,35.0894307,128.9988474,사하구국민체육센터,051-202-3800,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강동병원,부설,부산광역시 사하구 신평1동 69,35.0896073,128.9781806,강동병원,051-209-1100,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대중앙교회,부설,부산광역시 사하구 다대로 595,35.0533139,128.9712319,다대중앙교회,051-266-1496,12:00,24:00:00,,,0:00,24:00:00,0:00,24:00:00,9:00,18:00,3일(일요일) 미개방,
부산광역시,감천교회,부설,부산광역시 사하구 감천동 30-9,35.0883422,129.0068616,감천교회,051-292-4343,0:00,12:00,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3일(일요일) 미개방,
부산광역시,금정구청,노외,부산광역시 금정구 중앙대로 1777(부곡동),35.243088,129.092142,금정구청 재무과,051-519-4161,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,금정구민운동장,노외,부산광역시 금정구 두구동 산 80 일원,35.272201,129.098851,금정구청 총무과,051-519-4126,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,범어사상마공영,노외,부산광역시 금정구 청룡동435-19일원,35.2798631,129.0742632,금정구청 교통행정과,051-519-4512,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정1동주민센터,부설,부산광역시 사하구 괴정동 820-3,35.0997238,128.989389,괴정1동주민센터,051-220-5001,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정2동주민센터,부설,부산광역시 사하구 괴정동 354-22,35.1034009,129.0040469,괴정2동주민센터,051-220-5036,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정3동주민센터,부설,부산광역시 사하구 괴정동 404-2,35.1003239,128.9981116,괴정3동주민센터,051-220-5061,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,괴정4동주민센터,부설,부산광역시 사하구 괴정동 571-2,35.0991434,128.9831775,괴정4동주민센터,051-220-5091,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,당리동주민센터,부설,부산광역시 사하구 당리동 321-9,35.102924,128.9766966,당리동주민센터,051-220-5121,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단1동주민센터,부설,부산광역시 사하구 하단동 608-11,35.1039629,128.9642475,하단1동주민센터,051-220-5151,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,하단2동주민센터,부설,부산광역시 사하구 하단동 1161-3,35.114591,128.9605464,하단2동주민센터,051-220-5181,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,신평2동주민센터,부설,부산광역시 사하구 신평동 647-1,35.0946737,128.9595033,신평2동주민센터,051-220-5211,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
